p2htv,0,9byJG,Uhtd,P,qbXA,1b,1420070400000,9,2008-02-04,9.999999998999985E9,OCsC,2002-06-13,rb,1299024578425,-9.99999999E8,ODp,skEr,SDJH,l,9I,H,l5OYf,vVs,2016-10-05,2003-12-01,2009-02-19,Renters,fS3x,JCJZy,3re3h,DJle,TQZI,9,HI,Zr,KBoAV,2008-12-15,794,62,4
s,9,Fd7P,OAb,Ov,k,I1u,997412740496,8,2007-03-28,-9.99999999E8,kECdC,2004-09-02,9cIb,946684800000,-9.99999998999985E8,b,GWw,ona,vU,XS,TzCC,R,k,2008-06-20,2012-03-15,2008-12-23,Renters,kfj,D552q,b4MDz,Tg,Gb,0,VA,yx,ZzK,2007-01-12,963,24,1
l,9,1Zq,yw,VjW,suq,IqUk8,1420070400000,0,2018-04-02,-9.99999999E8,2qAfS,2010-11-13,w,1420070400000,-9.99999998999985E8,YOh,mg7M,mm,WmBjO,SLF,D8,F8TCV,nnjU,2008-11-04,2009-01-23,2018-04-14,Private Passenger,9OJg,kbe,o,4WMU9,B,9,GA,QWXn,du0,2012-06-22,1561,94,3
yFSWx,9,T74G,bz,JRlm,e,VKY6M,1420070400000,9,2006-04-22,-9.99999998999985E8,XxTz,2000-02-13,7IV,1420070400000,-9.99999999E8,jzG,92,dCJV,R,oFVL,i,f1A,5j,2015-05-05,2000-01-28,2002-02-13,Private Passenger,6jN,J1O,m,WHLp,q,5,ID,n6o,I,2009-05-19,991,46,0
PEr,5,hEIe,x,SY,V,m,946684800000,0,2002-07-02,9.999999999E9,wfv,2011-10-24,S,946684800000,-9.99999999E8,Auzb,0jJn,F,bGC,Ctl,a,i,5h,2008-09-22,2010-01-14,2002-01-01,Renters,Js,B,rT,Tyu,tfpd,8,ME,T,pt,2013-07-02,765,28,1
eQ6,0,n,ql,u5ma3,NNz1,mdC,946684800000,9,2012-05-05,-9.99999999E8,Xndx,2008-10-24,mn1,946684800000,-9.99999999E8,5XACW,OH9,W,EQ28r,Xy,JUP,ydP,r0k,2009-11-27,2011-02-04,2018-03-25,Private Passenger,zD,r,Jj,nNQA,7yJgo,8,AR,B1S,9l,2017-12-02,1949,75,1
Tu,9,xvr,EYJ,BW,ITri,GV,1420070400000,9,2006-10-21,9.999999999E9,cAnDp,2015-01-27,B6hz,1420070400000,9.999999999E9,ua,BK8,Tf,E,j,2,oii00,zb,2012-12-11,2014-05-09,2011-04-01,Renters,3qa,4,E1pUB,47,y6Rq,0,MN,5,ovXqR,2005-07-06,745,28,3
i1,0,y,fz5,DmCr,R6nP,jaJ,1330559874028,3,2019-05-12,9.999999999E9,0TrON,2010-09-17,Fjkt,946684800000,-9.99999999E8,i,JFky,YS,kwCw7,PzhzR,J,WSv14,XU,2008-09-28,2019-08-13,2009-03-12,Renters,B,xvmb,s6,5,cncd,9,MI,EWcO1,x,2005-09-22,721,27,1
4T0h,0,4y,Vqg0,p,22F,0V,948976075768,0,2008-05-22,-9.99999999E8,RKOy,2015-06-08,U,999953128880,-9.99999999E8,Yc,hJ,J,HqyA,jWA,NKk8N,K,61IK,2019-01-18,2015-01-16,2017-03-21,Private Passenger,3M,8,G,HpD,6GoS,0,MA,8Npi,gqp,2007-01-03,1629,94,2
8,9,025J,GdNvt,l,49b,9YAgf,1420070400000,9,2010-12-16,9.999999999E9,5,2001-02-10,mD1Us,1099858798571,-9.99999999E8,ImJ4h,op5P,9f,rKa6,t8,nBuG,4SPW,GYQs1,2017-09-08,2013-12-11,2006-07-13,Renters,Ek,Sfw,WPq,f,iS,0,RI,B27Y,dZbw1,2005-01-10,720,92,3
Ifap,0,TKV,Izy4,4neYU,p,BHBJ9,1420070400000,4,2013-09-24,9.999999999E9,7,2007-06-01,el,1077360242975,9.999999998999985E9,3fF1,pM,XbF,x,D,JWePN,KF9,2,2000-08-11,2005-08-22,2016-05-16,Renters,txcJ,y3k,o,b,cM,0,AK,P65,RKa,2012-05-06,1870,19,0
X,6,2,q,ccIZ,x8,hl,1272782667186,5,2004-06-17,9.999999999E9,0iJKZ,2007-07-14,L,1071364564015,9.999999998999985E9,V,mdk,9Tq,nzc0,M,3tBP,1bpEH,dq,2003-10-01,2014-06-03,2007-06-26,Renters,kq,XZR7m,2OKS,HKz,8OQjJ,9,MO,4,Uf,2009-10-10,651,96,0
JAvc4,9,6T,l4vtP,p2,yH,oW4P,946684800000,9,2007-08-25,9.999999999E9,f6,2001-12-01,r6q5,1420070400000,9.999999999E9,2Kkg,KG,Tl1c,Fhuna,fPcmB,Sz1,f,4m57M,2001-11-20,2004-06-06,2004-05-21,Renters,v,ujZj,JCXk,EqX,pr,4,KS,ep,J,2011-05-12,1563,77,1
HP,9,Ed1YL,r,D1iL,72,5,1362714231751,4,2014-11-22,-9.99999999E8,g7A,2010-03-12,cDtQ,946684800000,9.999999999E9,sJ,Oo5,jd,gTb,vIyA,oKzm,3cy,V5l,2017-05-18,2007-08-12,2009-01-22,Renters,SK,OEvX,m0lG,A1rI,b4NID,9,OH,vFYu,BW0,2012-04-21,1575,36,1
ukU,4,toX,Se3,TdG,gy9,T,1420070400000,0,2012-07-12,9.999999999E9,Z,2001-10-07,R3ue,946684800000,9.999999999E9,9GZR8,BL,Is,Nt8yn,P,0j,mEO,L4k,2007-08-20,2006-08-28,2019-10-20,Renters,f,ZjU9,Y,LKd,T54a,0,TN,VsR,3,2015-12-19,785,91,4
mRp23,9,g,M,6N,XQO,P7dGH,1420070400000,9,2005-02-17,9.999999999E9,ek,2003-05-07,Up,1420070400000,9.999999998999985E9,P,KCmP,od,T5HO,F,VRIXM,uXc,mlv,2013-09-25,2004-05-18,2010-12-21,Private Passenger,SVP0,0,gR,oliJ,DU,9,HI,8hk1j,haEOh,2019-08-18,753,76,1
Abi1r,1,U2K3,EhVf,KaH6u,SOGTK,iyW,946684800000,0,2001-11-17,9.999999998999985E9,6hm,2016-01-19,u7pw,946684800000,-9.99999999E8,IL8,Iv3,zjuu0,nES,TXrKc,z4T,r,z2a,2003-11-22,2008-02-12,2017-01-04,Private Passenger,uzLo,tv,f6tmU,nXH,turA,0,AR,0,Ug,2009-08-06,1400,68,4
ta2,0,y,jC1,Hzv,UE,jd,946684800000,2,2010-07-27,-9.99999999E8,Lka,2016-02-06,9XQg,985610970924,9.999999998999985E9,hO2kI,IPF,F9PF3,Qvey,Csvg,yo3G,o,P3n,2007-01-20,2014-01-26,2012-09-23,Renters,0Q,W,zY,vCMF4,L,9,ID,qvv,DYI,2011-01-23,1216,59,1
7frC,9,a,iLb,X2ojg,NFz,4dSjq,1420070400000,0,2013-07-06,-9.99999999E8,8UG,2009-01-13,dwwmd,1420070400000,-9.99999999E8,Y,G3O,Kg8C,7,7zd,BB,1E,5,2018-09-06,2014-10-15,2000-09-09,Renters,Eoc3,p1,ZZ28,4Y,3FOD,0,PA,bS,S,2017-08-28,1427,89,1
H,0,Z,8ZeYv,Vqome,YYHf,T9,946684800000,9,2003-05-16,-9.99999999E8,Faexi,2003-10-03,ek3,1150787245580,-9.99999998999985E8,cKxn,F8Cz6,rDFf,jKQm,7,P,wsA,WbaNH,2007-02-13,2007-09-21,2015-11-11,Renters,XmP,40,KD,OtacL,0V,0,ND,l,60,2000-11-25,1494,61,3
928WQ,0,0,YTDGv,8q9Cs,TJK,DvlgC,1420070400000,0,2007-08-12,9.999999999E9,1XLpw,2018-04-15,n,1168491106676,9.999999999E9,zp,I,BlG3,YH,vfU,TxUg,qvRbN,G45,2001-06-08,2012-04-11,2018-12-14,Private Passenger,B,HYiEk,ABiTu,7goo,ech,9,NV,Ihiub,h,2004-11-09,1574,62,2
uC2,9,9yl,83,Q9sQ,ZMXaV,cG7c,946684800000,9,2014-05-21,9.999999999E9,h5,2000-05-13,h2ayg,1314981038705,9.999999999E9,n7,3qe,Gs2jn,eK2F,tzC,7fwe,4uc,1b,2005-07-04,2017-12-13,2004-08-19,Renters,x1,QK76,b,Rs,pZJVU,0,WV,Y,uDwNj,2000-01-03,1515,95,1
q,9,vm,LbaIL,oTn,uVPD,6xqm,946684800000,0,2012-02-08,9.999999999E9,Cm,2008-07-05,g5j0i,1420070400000,9.999999998999985E9,JgGcG,xU4,04mOQ,S,jmg,Xk,zB1,n,2005-06-02,2019-09-21,2016-09-12,Private Passenger,8,Gc,vWkO,Z2Zql,QO6WY,0,OK,UEIA,g9IFo,2003-03-07,811,71,0
r2zx,9,ps,MSxn,AJ9,la4,ITBK1,1251678884103,0,2015-07-25,9.999999999E9,YnmX7,2018-12-12,tUJ,1420070400000,-9.99999999E8,OJg,k,xoE,UPn,R,5,x,9,2008-04-06,2012-03-18,2017-08-06,Private Passenger,Lk,Fn,QGR7f,CV,O,3,RI,b,i,2007-12-06,1571,38,1
BKjZ,0,eI8x,F,0d8EO,iy,x7Exw,1151641392729,3,2019-07-22,-9.99999999E8,eE,2002-02-28,t,1420070400000,-9.99999999E8,cW,meDP,s,7,vNYDj,qhY7,LYk,tXi8,2009-11-21,2017-10-15,2003-06-11,Renters,UOdEp,Oo,T2qli,YcA,OKfW,0,IL,w,zQZ,2001-05-20,1767,68,0
o2,0,f,FuhBn,1,2SR,7h,1409390759258,0,2000-12-05,-9.99999999E8,xSr1O,2006-06-12,c0,1043882021598,-9.99999999E8,MuJj,A3,NF2lE,7L,pn,L,N1,0qAtz,2000-10-14,2010-11-02,2014-10-20,Renters,Wymw,B,LIQlR,B,RkOSd,9,AL,RlYU,4,2015-01-26,922,36,2
6xa8,5,Abd,Y4eB,wZqac,l,Of,946684800000,0,2008-10-05,9.999999998999985E9,S5Gw,2013-06-11,C,1122369332070,-9.99999999E8,8,bxWJw,iz7,g,hE0,WMLu,GSy,L,2012-06-21,2013-05-15,2017-02-20,Private Passenger,hXh,Xcg9,NUw,G0V81,mzIv8,9,AK,pacn,Fj,2006-12-15,1863,45,3
rh,8,FCW98,S,HC,61,n8,1420070400000,6,2002-10-11,-9.99999999E8,ZUbS,2002-11-18,U8Gg,1420070400000,9.999999999E9,Je,ahUH,wI,xlSP,4O,HNW9Q,h6Ldl,eB,2002-08-04,2012-02-06,2006-06-28,Private Passenger,WZHe,4KA1,Kzc,bnwXv,ikx3,0,ME,lZgfN,iV5,2016-01-02,1311,72,1
ArP,3,E7k3d,qDe,chwmD,ldI0g,HoX,946684800000,0,2019-09-01,-9.99999999E8,CWs,2003-01-26,GtWQ,1069052582215,9.999999998999985E9,Ze,H,QSjZF,iJr,y00J,w,rh1wJ,J,2000-10-04,2001-02-20,2017-10-07,Renters,IBw,L7o,Te,AWYvN,l5,0,MT,m0,L,2013-09-15,607,88,0
24,7,wAo,Yh,OBjCZ,qZjq,KUE,946684800000,0,2011-02-19,9.999999999E9,u,2002-06-13,QptiS,1420070400000,9.999999998999985E9,z,rY,Bs8,3rU,tPYsO,Tq,1MsK,QE8F,2014-06-17,2017-03-22,2003-07-21,Private Passenger,hldp,bi,qZ8,X6t,eyuK,0,NJ,VPE,R1lR5,2012-02-22,1154,26,3
uaN,0,a,gacY,ccNh,21,X,1271581982811,9,2010-11-27,-9.99999998999985E8,w8X6,2008-02-04,JrC,946684800000,-9.99999998999985E8,xv,BZF,y,v9IK,rtKW5,Gh,CEk6L,46,2002-08-21,2018-01-25,2019-02-10,Private Passenger,U,f,CCT6,Oy,30,8,IN,LRS3,RD,2004-11-12,1987,54,3
no6,9,mVW,V,4idk,8Q,O,1127942184802,9,2004-06-26,9.999999999E9,P7,2016-12-14,HVxG,1420070400000,9.999999999E9,Xp,Woa,iq,aUx,qPR6l,H,eaHN,Prg,2009-11-12,2007-07-19,2016-05-07,Renters,9k,dhrTv,wl4v7,Kl,TP0,0,UT,C,jUC5p,2010-12-01,1759,44,3
r3,9,WQ4U,z,b5R,XT4x,4p,946684800000,0,2004-02-23,9.999999999E9,z,2004-12-13,hd,1420070400000,-9.99999999E8,bMPyv,1iR0o,RZVsv,KR,uqNch,Blo6,KPWx,oA4b,2006-03-24,2011-09-04,2014-03-08,Renters,6d3AC,8,QIsD,mPP,8IIri,9,UT,t,LL9s,2010-01-04,847,35,0
a,0,4fNO,FUKu,OJEa,Lk,1TPW4,946684800000,9,2008-09-01,-9.99999999E8,f,2009-07-17,6kEx,1420070400000,9.999999999E9,6tA,8Dc,Mf,eMatG,iNKN,LW,lxfV1,l9T,2004-02-26,2003-12-21,2014-04-27,Renters,DC5E4,X,H,iJ,6,9,GA,vE,F7,2005-06-08,1216,38,4
baW,9,JVQgi,TncQE,sT,25,5,946684800000,9,2011-07-25,-9.99999999E8,M,2019-11-01,2l,1086869146722,-9.99999999E8,8,bV2,rmiDm,YWY,d3,9FXew,SrU,gdZ,2009-08-12,2015-04-26,2019-03-24,Renters,vjiei,sKvY,iXM,ZT,2brd,9,WV,Rnt,R7,2008-08-26,835,18,4
h1iAR,0,fWG,S7NF,8J,PR87,vrJY,1420070400000,9,2001-03-21,-9.99999999E8,K4,2016-02-27,S,1070678265160,-9.99999998999985E8,Wt,zkoL,qzi,se,GDx,Q,6J,nt,2003-05-22,2008-03-15,2009-04-11,Private Passenger,2kRbh,ztx,Bna,eAzKA,qvY,0,LA,M,1,2009-05-13,1268,71,2
T5,0,Hxtti,y3,BbfF,XE,z,946684800000,1,2003-04-01,9.999999999E9,bO,2017-05-05,uWYE,946684800000,9.999999999E9,9T,TR,fcd,3EYiY,aj,II4r,92d,tfAv,2016-09-22,2011-09-28,2008-07-14,Private Passenger,yhw,4Uz,V,5T,a,0,RI,tD57,4an2h,2018-12-11,1636,86,4
HlQ,9,bdN,jlnS,7,UQpZ,u60r,1420070400000,2,2008-03-05,9.999999999E9,CyDJF,2000-09-09,Bx,1146013707336,9.999999999E9,6rq,B2,6OFGl,UGGo,wdF,68MwS,PG,WKr,2008-06-09,2001-09-19,2012-08-15,Renters,R3,j,Vy,Q,M,5,GA,G,n,2011-04-15,1561,95,3
SoK,8,kU,lTI,Y5St,UwPU,OJqEj,1420070400000,0,2006-05-07,9.999999999E9,1u7,2011-07-02,G,946684800000,-9.99999999E8,3YjV,BSJe,PJ,X,SdUBT,Z,M,MiFfB,2017-10-18,2009-03-26,2019-04-11,Renters,a,T64,OD,4Ww,OV,0,MO,V,cl,2008-06-06,1980,39,4
fe7,9,R,2H7,R,27CW,na8h,1420070400000,0,2001-01-14,-9.99999999E8,mh,2014-11-14,a,1321493633136,9.999999999E9,IL3Ok,Wt,F6W,MO,KplM,tD,ZRO,h,2008-01-09,2018-09-22,2018-05-08,Private Passenger,3,r,nnC7c,ZGA,gHFq,0,KY,CJ5M3,o,2015-04-07,1707,52,1
sfgc,0,Xk8,d2o4,Me7,eBf,wTa,1420070400000,0,2001-06-27,-9.99999998999985E8,D,2007-03-09,YI,1076119900605,9.999999998999985E9,zdh,WFiyg,LW,33,mUA,Lm,N,Lr4G,2019-04-19,2010-12-26,2012-12-02,Renters,w,e,z,smN,7,9,VA,3,q5fcM,2010-01-04,1583,36,3
4qSvP,1,O,UCCj,I,jXCe,ah,946684800000,9,2005-12-22,9.999999998999985E9,sl2,2003-04-11,qMEo,946684800000,9.999999999E9,kvX,C0Szq,1,kR,fOW,H33,sb,djR,2011-04-17,2004-04-14,2005-06-01,Renters,UCfX7,L,BinQd,hh,OQvu,9,CO,voA,8,2005-10-14,1572,28,1
jGvJ,9,cgNo,PnO,s,o2,gT,1365945636908,0,2016-03-25,-9.99999999E8,3Dix,2015-08-21,WOPql,1157999576672,-9.99999999E8,Xgp,kT,ApJ,t4O,lnmKf,YGx,s5,q22ke,2009-07-16,2006-12-19,2003-11-10,Private Passenger,ZnJ,zhr,phv,zOKkD,8,9,KY,6,c5,2015-10-05,807,71,3
tZP,6,D,34,r2vc,rw3,Mv1A,1420070400000,0,2017-03-08,9.999999999E9,2h,2011-05-01,OILXO,1420070400000,9.999999999E9,6G6l,sDSRZ,AJqOP,29j,zh0yo,2FBk,t5,vpY,2007-03-18,2006-08-04,2006-11-10,Private Passenger,wD,JNE,eHU2,R9pv8,X9g,2,PA,S,manx,2002-05-21,1752,86,1
dlZI9,9,8o,BKB,Wpa9L,6vd,ZbxEs,1420070400000,8,2007-12-24,9.999999999E9,PS,2001-04-08,RNH,946684800000,9.999999998999985E9,IrZ,uh,MFzn,kUE,2,0mrBI,Fhwn,aV,2002-11-27,2001-12-19,2008-12-16,Renters,nHk,g,D,v92O,u,9,VT,xcAgs,a,2006-04-20,1737,99,3
4TJ,0,l,lu5aF,I,erk,y0,1183966591346,0,2001-12-09,-9.99999999E8,CQ4z7,2013-03-10,LgF,1161626614631,9.999999999E9,GgrTC,dK,2j,Mb,iYpN,eLI,6Bplg,KSoH,2005-12-26,2009-08-06,2018-04-26,Renters,UcV,thjM,p,TO1kx,6w,0,NJ,0,3xh2G,2004-04-28,1641,44,2
g,3,j5IPU,p,RVP,hAnd,SgkOd,946684800000,9,2013-01-05,-9.99999999E8,W,2001-07-28,5,1420070400000,-9.99999999E8,xUYxV,rg,g,tVtIX,LY,7vD6,T,NHZM9,2010-11-26,2001-09-25,2002-04-26,Renters,kv,b5qXC,Xntud,Ly,F,1,HI,SsAUU,n,2013-12-01,1617,39,1
tu,9,OKmm,B,lO,IC0SR,tizkF,1031948356700,6,2003-06-08,-9.99999999E8,vaH9,2017-12-10,wk,1420070400000,9.999999999E9,2o,k,Gu,jUda,z,Pdwcq,aZiAm,hH,2010-04-14,2011-02-03,2016-08-06,Renters,QBm09,6H,C,yW,TI,9,RI,zRuSH,ycLTg,2016-02-21,1163,88,2
f,0,OBN4S,iD,Ko,ndnx,YnU,946684800000,0,2004-02-11,9.999999999E9,Wq,2005-12-23,da,946684800000,9.999999999E9,J,w9HJZ,l75nf,R,Ho,XFEO,9,5zP,2014-09-17,2001-09-18,2002-09-10,Renters,GZza,SS9QH,5dc37,Qlj,MfR,9,MN,0Q,Co,2019-11-02,958,22,0
5mKi,2,6,D,3Vc,cj,D,1027108354088,2,2014-02-06,-9.99999999E8,fP,2014-06-06,45,1420070400000,9.999999999E9,l5,m3,8j,Ctbi,mZGV,A,2u,Y4,2019-01-09,2018-11-05,2002-07-11,Private Passenger,78MLW,0L,jt,3D,k,9,NC,1BR6k,kon,2016-11-07,830,18,1
nyXHQ,9,1,Rh,7l,r,nbm6b,1420070400000,3,2016-12-02,-9.99999999E8,zpZuy,2017-08-14,esZY,1420070400000,-9.99999999E8,g1iV,qmu29,YZtYT,gx5,b,5z,M,2PtEJ,2017-07-23,2007-06-17,2005-03-05,Private Passenger,rcghJ,l4Sy,d8,SF,fypE,0,GA,3NQ1M,ogF,2012-09-07,1764,94,2
YvTVi,3,EtwN,T,r64A,8l6X,oEImy,1190731647458,9,2015-02-10,-9.99999999E8,ni4,2019-07-06,rwn4,1078424479109,-9.99999999E8,0cG8h,w,O,MVWh,6,BRh,IB4ug,sJiCN,2004-01-07,2005-08-02,2010-10-26,Private Passenger,1J,0UA,jvI,Il9k,cWYa,0,OR,9jc,PnIm,2010-06-17,829,62,3
XzsjT,9,ZzPS,Ao,NUKx,h7k,Krac,1420070400000,0,2015-10-11,-9.99999999E8,A8DI,2006-09-17,Muj2c,1364582585829,9.999999998999985E9,W,MR3u,nq,CRPyq,OCVx,DD2a,Pms,X8,2019-03-22,2015-01-18,2001-08-01,Private Passenger,Fh,jOnXe,F,Kzp0,urj8,0,VT,IRJeE,VMN,2001-12-17,766,30,4
rNmfQ,0,gTE,RwUij,6T3s,oZu3,mug7,946684800000,9,2016-08-03,-9.99999998999985E8,bf,2004-10-02,o4X,1401382492363,9.999999998999985E9,p80Z,4C,Na,0WG7,70,GInC,CFT,A1c,2003-11-20,2012-04-06,2009-06-08,Renters,aKE,j6cn,GHS,Ls,I,8,NJ,6Ku,xdN5b,2001-08-12,1922,78,4
71B,9,vE,bWUi,0,XNYj1,W,1420070400000,9,2000-06-16,-9.99999999E8,Qs,2010-03-09,Ccfs,946684800000,9.999999999E9,iLD,g,Kf,6YLn,70,N6V8,lx,d,2005-01-26,2018-07-21,2004-03-22,Private Passenger,d,4nI6,nU,6yGs,nfrp,4,AK,zb7Y,CwE2w,2005-01-13,1795,29,2
XP9x,0,twig6,6,v,6B,l,946684800000,0,2004-04-12,-9.99999999E8,8Rp6,2011-09-09,8,946684800000,-9.99999999E8,YG,K,niMh2,CrmIp,AL9Z,Y,4LUe8,ex,2012-08-05,2018-04-04,2017-04-23,Renters,QDWrx,fqQ,fO7,L4rvJ,xl,9,AR,fqhn,Xf,2007-09-19,1533,87,3
f,9,c7d,F5A,aE4q,A,Gv,1034988203044,0,2015-11-13,-9.99999999E8,g,2005-09-15,v,1178932107882,9.999999999E9,lSsq,35Mf,8qbZ,lNPB,Vmd,rhRa,zg9,M,2018-01-26,2009-08-13,2015-10-26,Renters,TAX,EzMcf,BJj,fFIV,gIHM,9,IN,Xyj,D7Yg,2002-03-12,1394,43,2
I4t,0,CGSn8,zGj,Gmg,x,f,1355651100095,0,2001-12-25,9.999999999E9,V,2016-11-13,uh,1149871463954,-9.99999999E8,d,yC,E5i,rvj,cA,b8L,n7,STd,2004-07-14,2014-10-05,2015-03-02,Private Passenger,dKQS,WSj,Zr,OmZ,bJA1g,7,AL,Sodr,ln,2018-11-27,1127,22,0
j,0,i7l,QRMT,yNb,Y,O,946684800000,0,2016-04-22,-9.99999999E8,F,2019-12-14,0SuL1,946684800000,-9.99999998999985E8,YTq,8,aOc,MU,G,1R,peV4o,JAhgG,2005-07-15,2012-04-20,2000-07-02,Renters,adEm,jx4,ARW5s,NW,V,6,MT,hEOi,50KlA,2008-11-03,1414,36,4
Zi5KR,2,x0Xs,YZ4j,F,OJp,65C,1146179994977,9,2006-07-10,9.999999998999985E9,oEQZD,2016-04-22,xCce,1191884658897,-9.99999999E8,fzHpA,x,pwtM,GZa,2P1p5,d3n,0,pepgl,2014-09-02,2019-06-22,2003-08-05,Renters,W,DtdkG,f6g,LeXG,8T13H,0,MA,VyB,g,2015-02-18,1431,40,4
cAgKb,0,CS,pnzEe,Y1ji,yphD,bYXj,946684800000,0,2002-09-22,-9.99999999E8,us,2018-03-12,cOdD,946684800000,-9.99999999E8,nKir,cTG,Tg,ork,X,S,bVaO,0Qp,2001-07-11,2004-04-12,2003-06-05,Private Passenger,5,d,FjAtP,D7,L6H0,0,WI,QR,MV7,2018-04-23,1391,93,3
2,0,B0,Pix,5T,DCe,F,946684800000,0,2003-07-21,-9.99999999E8,B,2002-06-11,SwevH,1420070400000,-9.99999998999985E8,j,8uqA,PAFV,CIqom,Hb61,x,9N,en28,2013-03-24,2003-05-12,2017-01-01,Renters,SIT,3,Pt7ii,2,K,9,UT,alI5,ICKTS,2003-09-25,862,47,1
1IE,2,n6RWn,Qi,r4wl,sB27,aATH,946684800000,0,2016-02-17,9.999999999E9,gh,2004-03-09,7,946684800000,-9.99999999E8,kFlXd,rUq,5R0,ekW,b,nBd9,8,ve7W,2008-04-02,2019-11-18,2018-06-13,Renters,uL,3,YYhd,PRg8,cu4,9,PA,XXga,d,2016-07-06,1061,20,4
o,0,ym,zujV,0t,cWKN,HEK8A,946684800000,0,2007-04-10,-9.99999999E8,Wc,2003-11-28,iM,946684800000,-9.99999999E8,VE0,eF7c,Aun,cI,L5A,AbRO,We1,2Ui,2006-11-28,2013-08-17,2000-02-20,Private Passenger,Zuv,y2,zzm,07,6RW8D,9,NC,a3,rj2,2000-05-14,1718,30,1
L,6,c,8LR,TXe,K8C,7QA,946684800000,0,2013-08-07,-9.99999998999985E8,y2m,2014-01-10,tWQR,1190669965782,-9.99999999E8,txkht,ckXLy,s,QFGW3,naN,bv,te9,olj,2008-01-22,2010-03-08,2010-10-14,Private Passenger,BR,H,9jN3K,p,7,9,CT,Rq9dU,TFm,2011-05-20,602,45,1
BFAO,9,E4Th,L3gM,Emt,D,Lie7,946684800000,9,2017-08-28,-9.99999998999985E8,4ys,2017-07-11,PhBfJ,946684800000,9.999999999E9,zbf9,50n4e,p0,fWO9,E1,si,Qy,44,2003-08-19,2010-02-13,2015-04-19,Private Passenger,srSw2,XCj,kBNcr,WzNa,H,9,ID,pP,N,2010-06-21,1619,66,3
Vnbus,9,iCruV,KlUO,AeOEV,KdFo,0,1420070400000,7,2019-06-07,9.999999999E9,MuQ,2007-12-13,2t,946684800000,-9.99999999E8,zgG,57o2,aD,pkZ,uCxK,0r9X,7fDR,OhEV,2014-08-13,2011-04-22,2005-05-08,Private Passenger,WfuKd,1bP,txkD,BAcCj,3u,0,OK,Nl,w,2015-04-11,1610,66,1
dTJ,9,LNDnV,47vM,Pvz,eKqG3,th,1420070400000,8,2002-10-08,9.999999999E9,05DC,2016-10-12,nkcO,946684800000,-9.99999998999985E8,VlBRq,KuNE2,2T,g,D,kZ,8Gq,7Xy7,2018-12-07,2005-02-28,2016-09-11,Private Passenger,mUj,4F7BY,F2,jOs,a95,0,UT,YuX,pPao,2000-05-03,1538,55,4
GX,0,odAI5,IM,2I,xjQt3,9C4,1124745793211,9,2012-04-20,-9.99999998999985E8,e,2013-05-06,set,946684800000,-9.99999999E8,f,E7z,u0uA,e0hX,N0R,KW5,z,eqB,2002-01-20,2010-12-15,2013-05-04,Renters,6Eg,CLZ,KKWp,WQ,e8Z,0,MA,m,1CKY,2019-09-18,1020,82,2
c,4,qxK,zr,gCS,3atI,i6D,1420070400000,0,2010-01-15,9.999999999E9,a,2007-08-25,hjUYn,1420070400000,-9.99999998999985E8,Cfnf,Rd4,aSA9,5q,a,iwxz4,zx0q,Wv61,2002-04-12,2010-07-05,2005-09-17,Private Passenger,mYn6u,5,7,x,BbY3,0,WV,5I5s,IK,2002-09-14,1045,54,3
NB6,0,pr,PaXY,4c,8A,7,1315657334492,4,2003-06-17,-9.99999998999985E8,C6K1,2002-03-09,7Qzz,946684800000,-9.99999999E8,tvDLT,2Prs,8h,SEw,Gr,2YB2A,Hp,hq1Q,2013-06-24,2004-05-28,2014-05-28,Renters,16s,K,6,Ij6,g6Ywn,9,NV,39JA,X,2010-03-20,1884,86,4
sjb,9,lnOMp,qAc,fN,5Y,Jyf,989017614846,0,2000-03-26,-9.99999999E8,X2N,2007-04-27,D,1420070400000,9.999999999E9,jTz,exF,ay,G5CCD,7r9qk,Ykbq,lEOy,smN,2015-07-19,2007-09-15,2007-12-11,Private Passenger,I6,opqq3,pZmy9,7L8f,K,3,NJ,T2asD,zNq,2004-05-13,1833,34,1
aY,9,KAuyW,MH,TIf,D1Hs,3cbWv,946684800000,9,2007-01-11,-9.99999999E8,v,2013-09-17,qI3G,1150821519816,9.999999999E9,9uxzl,jrW2C,N2dNR,kTl,rRUA,ETB,0Zn,rNkQA,2007-11-18,2002-04-02,2009-09-20,Renters,JN38,cyV,Rw,p8LcK,jgn,9,CO,tXZU,Xk,2012-10-08,1913,19,0
KS,1,v,cCauk,Vgkz,jjl81,f7XmQ,1010769739535,9,2008-11-11,-9.99999999E8,C,2004-01-17,EE,1420070400000,-9.99999999E8,1PJaH,9tgNG,ewiJF,Fq6,T,bEI,3sO,ZMB,2008-03-14,2003-01-16,2009-06-19,Renters,VCjz,DZL9M,9L9,pC6,dx,9,SD,h,sLmrz,2013-02-12,1645,91,4
CX,0,fG,anP,dUDqg,cqgw,fBg3,1144994676830,0,2001-07-06,-9.99999999E8,KEC,2003-03-26,EHX,946684800000,9.999999999E9,qQNED,mHHDF,p9wQ3,cna,JqMlv,vK,2Gvjz,lv,2002-04-05,2018-10-18,2018-04-10,Private Passenger,SJG,p8Upp,l2f,v9aWI,GE,3,WI,eoPu,S1I2,2013-05-24,1843,40,4
